model,analysis,balanced_accuracy,weighted_auc,weighted_f1
vc,AOPEP_vs_REST,0.756284,0.820838,0.85273
vc,GNAL_vs_REST,0.540599192,0.648056565,0.744992797
vc,KMT2B_vs_REST,0.557050439,0.562206689,0.813473037
vc,PANK2_vs_REST,0.686158,0.740158,0.721691
vc,PLA2G6_vs_REST,0.607557056,0.629575991,0.810978847
vc,SGCE_vs_REST,0.6082774,0.666171851,0.695081905
vc,THAP1_vs_REST,0.716332,0.77672,0.789802
vc,TOR1A_vs_REST,0.584547,0.614407,0.560128
vc,VPS16_vs_REST,0.56385,0.641069,0.734393
